rhythm-and-blues,https://open.spotify.com/playlist/3kHB117Ibr8OsQlTgz664X?si=b5e29b1377e54d57
country-blues,https://open.spotify.com/playlist/0TrQRtm34BQZB1Y7N4g0J3?si=4adeac76f93e4e0b
chicago-blues,https://open.spotify.com/playlist/7v2luqO8zOpGSo8knidego?si=f87b4b86665e4a91
delta-blues,https://open.spotify.com/playlist/7vIHyN5xOf7QhNTgeYFnHI?si=acd9b80cc3d24b93
blues-rock,https://open.spotify.com/playlist/0psCqy5gSQCqVerbSl9F3Y?si=5e54800c3d914a94
classic-female-blues,https://open.spotify.com/playlist/0gGWR1G5kpJGNWWRq7W5ht?si=f2489f35495540c3
jump-blues,https://open.spotify.com/playlist/0gtPXdmugy3nYt736UHTH7?si=e43b102f9f7541dc
electric-blues,https://open.spotify.com/playlist/0yGVTODHfmVWGus0XRqYGU?si=f398fedf34f643a9
ragtime,https://open.spotify.com/playlist/53jiuzvLFla9AtTB1CZmDB?si=18ee383f706142a2
boogie-woogie,https://open.spotify.com/playlist/1xdsqp2Sqd9RUAYnzJK4gS?si=d8b4920026634d92
texas-blues,https://open.spotify.com/playlist/1ODKFi02Ocu5TL7i3kDzWi?si=463b18b22d934e5f
british-blues,https://open.spotify.com/playlist/7bxOfeas9iPYwT6Y0uP4BW?si=09fd6b5fc3da43bb
memphis-blues,https://open.spotify.com/playlist/2rtLcycICBkhIcCsiVNvFw?si=b406fb4795624805
west-coast-blues,https://open.spotify.com/playlist/2C4oeqoJxLMerEocmyu70q?si=1a37667b6c1e4779
new-orleans-blues,https://open.spotify.com/playlist/03eugJrrigLVnfBjfGMx37?si=a50ff28b239f4dd7
swing-music,https://open.spotify.com/playlist/1UkBDxyUVEhwtzgOPmtDqy?si=63991eb264d749be
swamp-blues,https://open.spotify.com/playlist/3HoTSayGYNzuiFhaduZjAs?si=a0bcadd7ec0948e4
jazz-blues,https://open.spotify.com/playlist/76rtNamlX7y6TC7kzVcCT1?si=713b70d9b751418a
dixieland,https://open.spotify.com/playlist/6qlOF3XeIUgCKrI69EXuEU?si=4e1625d328f44980
soul-blues,https://open.spotify.com/playlist/1098NW4IpFVNmWtbWQpmGF?si=fa6efa102a04470c
gospel-blues,https://open.spotify.com/playlist/6rA0eYxEpp4rvRrJwxpmle?si=6baf508f489d4f93
